DateTime,UID,V,X,Y,Z,T
20/4/9 9:30:0,3509,3087,18.156208,-16.334124,-65.183868,18.9
20/4/9 9:20:0,3506,3603,13.629703,-5.907229,-75.099243,20.200001
20/4/9 9:25:0,3506,3604,13.630785,-5.909525,-75.096855,20.200001
20/4/9 9:30:0,3511,3605,13.633268,-5.911182,-75.094414,20.200001
20/4/9 9:20:0,3503,3082,14.950437,23.832952,-61.352024,20.4
20/4/9 9:25:0,3503,3083,14.951642,23.830658,-61.352989,20.4
20/4/9 9:30:0,3505,3084,14.951385,23.832418,-61.351719,20.4
20/4/9 9:25:0,3506,3090,18.199501,6.173534,-70.710724,19.5
20/4/9 9:30:0,3508,3091,18.193371,6.176562,-70.71479,19.5
20/4/9 9:35:0,3506,3092,18.197275,6.175984,-70.711899,19.5
20/4/9 9:25:0,3506,3064,20.440453,64.654488,-14.32351,19.299999
20/4/9 9:30:0,3506,3065,20.438782,64.659447,-14.317432,19.299999
20/4/9 9:35:0,3506,3066,20.434381,64.663857,-14.31496,19.299999
20/4/9 9:25:0,3495,3514,26.378838,-25.240696,-51.992168,19.299999
20/4/9 9:30:0,3495,3515,26.379797,-25.240417,-51.991795,19.4
20/4/9 9:35:0,3497,3516,26.376377,-25.239941,-51.994896,19.4
20/4/9 9:25:0,3501,3084,26.967119,-13.019296,-59.581112,19.1
20/4/9 9:30:0,3498,3085,26.967737,-13.017879,-59.581078,19.1
20/4/9 9:35:0,3503,3086,26.964483,-13.015127,-59.586048,19.1
20/4/9 9:25:0,3521,3084,22.368099,-14.795605,-62.725044,19.4
20/4/9 9:30:0,3521,3085,22.366268,-14.798257,-62.724865,19.4
20/4/9 9:35:0,3520,3086,22.366619,-14.798001,-62.724167,19.4
20/4/9 9:30:0,3539,2915,-9.095946,1.858508,80.712006,23.1
20/4/9 9:35:0,3536,2916,-9.011061,2.049302,80.754822,23.200001
20/4/9 9:40:0,3538,2917,-9.012796,2.0548,80.751328,23.299999
20/4/9 9:35:0,3506,3088,18.15583,-16.336123,-65.18264,19
20/4/9 9:40:0,3509,3089,18.156784,-16.335409,-65.182457,19
20/4/9 9:45:0,3508,3090,18.159266,-16.337677,-65.178497,19.1
20/4/9 9:35:0,3509,3606,13.63203,-5.911155,-75.095566,20.200001
20/4/9 9:40:0,3506,3607,13.642064,-5.907466,-75.08815,20.200001
20/4/9 9:45:0,3509,3608,13.645094,-5.906988,-75.085724,20.299999
20/4/9 9:35:0,3503,3085,14.944372,23.831705,-61.356659,20.4
20/4/9 9:40:0,3505,3086,14.951618,23.835938,-61.348595,20.5
20/4/9 9:45:0,3508,3087,14.95564,23.829714,-61.351509,20.6
20/4/9 9:40:0,3506,3093,18.195545,6.178572,-70.712616,19.700001
20/4/9 9:45:0,3508,3094,18.186577,6.174975,-70.722664,19.799999
20/4/9 9:50:0,3505,3095,18.181711,6.179589,-70.725441,19.9
20/4/9 9:40:0,3508,3067,20.438368,64.660538,-14.316352,19.4
20/4/9 9:45:0,3506,3068,20.432711,64.662827,-14.320468,19.5
20/4/9 9:50:0,3508,3069,20.428368,64.670883,-14.313683,19.6
20/4/9 9:40:0,3495,3517,26.371227,-25.240339,-51.998749,19.4
20/4/9 9:45:0,3495,3518,26.370813,-25.239353,-51.999969,19.5
20/4/9 9:50:0,3495,3519,26.366463,-25.241137,-52.001408,19.5
20/4/9 9:40:0,3500,3087,26.961327,-13.018102,-59.587078,19.200001
20/4/9 9:45:0,3501,3088,26.954403,-13.013243,-59.596134,19.200001
20/4/9 9:50:0,3501,3089,26.949072,-13.016364,-59.598572,19.299999
20/4/9 9:40:0,3521,3087,22.364126,-14.803246,-62.723217,19.6
20/4/9 9:45:0,3521,3088,22.360287,-14.805403,-62.725307,19.6
20/4/9 9:50:0,3520,3089,22.360739,-14.810383,-62.722767,19.700001
20/4/9 9:45:0,3538,2918,-9.010162,2.058618,80.753265,23.4
20/4/9 9:50:0,3538,2919,-9.001517,2.060976,80.760887,23.5
20/4/9 9:55:0,3539,2920,-9.012346,2.059036,80.7509,23.6
20/4/9 9:50:0,3509,3091,18.174858,-16.338564,-65.166275,19.200001
20/4/9 9:55:0,3508,3092,18.179317,-16.340973,-65.160973,19.299999
20/4/9 10:0:0,3512,3093,18.189207,-16.338337,-65.155426,19.299999
20/4/9 9:50:0,3509,3609,13.65812,-5.899686,-75.076851,20.4
20/4/9 9:55:0,3508,3610,13.666698,-5.899533,-75.068619,20.4
20/4/9 10:0:0,3509,3611,13.672935,-5.906271,-75.060272,20.4
20/4/9 9:50:0,3503,3088,14.956165,23.828581,-61.35326,20.700001
20/4/9 9:55:0,3505,3089,14.952408,23.827751,-61.355782,20.700001
20/4/9 10:0:0,3505,3090,14.951068,23.82345,-61.360367,20.799999
20/4/9 9:55:0,3506,3096,18.179047,6.182529,-70.72599,19.9
20/4/9 10:0:0,3506,3097,18.18244,6.183795,-70.723289,20
20/4/9 10:5:0,3506,3098,18.180088,6.186145,-70.724335,20
20/4/9 9:55:0,3508,3070,20.433428,64.661423,-14.320717,19.6
20/4/9 10:0:0,3509,3071,20.427656,64.672478,-14.313206,19.700001
20/4/9 10:5:0,3508,3072,20.431717,64.666679,-14.315382,19.799999
20/4/9 9:55:0,3495,3520,26.359692,-25.23966,-52.007248,19.6
20/4/9 10:0:0,3497,3521,26.362217,-25.239704,-52.005856,19.6
20/4/9 10:5:0,3498,3522,26.3587,-25.239876,-52.009148,19.700001
20/4/9 9:55:0,3503,3090,26.943306,-13.015271,-59.602898,19.299999
20/4/9 10:0:0,3501,3091,26.940887,-13.015337,-59.606873,19.4
20/4/9 10:5:0,3503,3092,26.931786,-13.015424,-59.615223,19.4
20/4/9 9:55:0,3518,3090,22.358599,-14.812023,-62.722702,19.799999
20/4/9 10:0:0,3520,3091,22.357389,-14.815048,-62.722073,19.9
20/4/9 10:5:0,3521,3092,22.353037,-14.817449,-62.725319,19.9
20/4/9 10:0:0,3539,2921,-9.009235,2.059338,80.754539,23.700001
20/4/9 10:5:0,3542,2922,-9.004911,2.058289,80.758675,23.799999
20/4/9 10:10:0,3541,2923,-9.012033,2.058311,80.751656,23.799999
20/4/9 10:5:0,3509,3094,18.195368,-16.336243,-65.151642,19.299999
20/4/9 10:10:0,3509,3095,18.19622,-16.337297,-65.15049,19.4
20/4/9 10:15:0,3512,3096,18.200541,-16.338173,-65.146606,19.4
20/4/9 10:5:0,3508,3612,13.678445,-5.908487,-75.054184,20.4
20/4/9 10:10:0,3511,3613,13.677342,-5.910469,-75.054398,20.5
20/4/9 10:15:0,3512,3614,13.684369,-5.910474,-75.048248,20.5
20/4/9 10:5:0,3501,3091,14.961009,23.821339,-61.357346,20.799999
20/4/9 10:10:0,3506,3092,14.962396,23.815468,-61.359894,20.799999
20/4/9 10:15:0,3506,3093,14.963123,23.815279,-61.360088,20.799999
20/4/9 10:10:0,3505,3099,18.178154,6.189691,-70.724731,20.1
20/4/9 10:15:0,3506,3100,18.176378,6.192333,-70.72567,20.1
20/4/9 10:20:0,3509,3101,18.174959,6.195384,-70.726067,20.200001
20/4/9 10:10:0,3509,3073,20.43281,64.662392,-14.320003,19.799999
20/4/9 10:15:0,3509,3074,20.433586,64.662422,-14.319405,19.9
20/4/9 10:20:0,3508,3075,20.42617,64.668991,-14.319972,19.9
20/4/9 10:10:0,3497,3523,26.354599,-25.238501,-52.013321,19.799999
20/4/9 10:15:0,3495,3524,26.350019,-25.239172,-52.017284,19.799999
20/4/9 10:20:0,3495,3525,26.352829,-25.239111,-52.014351,19.799999
20/4/9 10:10:0,3503,3093,26.924246,-13.013481,-59.62347,19.5
20/4/9 10:15:0,3503,3094,26.921223,-13.012735,-59.62635,19.5
20/4/9 10:20:0,3503,3095,26.917387,-13.011552,-59.630074,19.5
20/4/9 10:10:0,3521,3093,22.353632,-14.818342,-62.724167,19.9
20/4/9 10:15:0,3521,3094,22.352997,-14.820089,-62.723835,20
20/4/9 10:20:0,3523,3095,22.351246,-14.822558,-62.723244,20.1
20/4/9 10:15:0,3539,2924,-8.97894,2.070164,80.780365,23.700001
20/4/9 10:20:0,3539,2925,-8.971397,2.072565,80.7883,23.700001
20/4/9 10:25:0,3541,2926,-8.98255,2.070416,80.777321,23.700001
20/4/9 10:20:0,3509,3097,18.200706,-16.336159,-65.147438,19.4
20/4/9 10:25:0,3512,3098,18.208664,-16.336264,-65.141037,19.5
20/4/9 10:30:0,3515,3099,18.209311,-16.333744,-65.143105,19.5
20/4/9 10:20:0,3508,3615,13.683524,-5.914478,-75.047646,20.5
20/4/9 10:25:0,3509,3616,13.690691,-5.919546,-75.038734,20.5
20/4/9 10:30:0,3512,3617,13.699521,-5.921675,-75.029434,20.6
20/4/9 10:20:0,3506,3094,14.954926,23.815975,-61.364285,20.9
20/4/9 10:25:0,3506,3095,14.958485,23.818142,-61.360817,20.9
20/4/9 10:30:0,3506,3096,14.956794,23.812756,-61.365974,21
20/4/9 10:25:0,3508,3102,18.173145,6.198614,-70.72728,20.200001
20/4/9 10:30:0,3511,3103,18.173485,6.20145,-70.725899,20.200001
20/4/9 10:35:0,3508,3104,18.171663,6.20312,-70.728111,20.200001
20/4/9 10:25:0,3508,3076,20.432047,64.667068,-14.314195,19.9
20/4/9 10:30:0,3509,3077,20.427937,64.673416,-14.311768,20
20/4/9 10:35:0,3511,3078,20.433374,64.661842,-14.319396,20
20/4/9 10:25:0,3497,3526,26.348015,-25.241079,-52.017647,19.799999
20/4/9 10:30:0,3498,3527,26.349775,-25.239531,-52.017204,19.9
20/4/9 10:35:0,3495,3528,26.34971,-25.2397,-52.017082,19.9
20/4/9 10:25:0,3503,3096,26.922396,-13.012226,-59.625134,19.5
20/4/9 10:30:0,3506,3097,26.91893,-13.009173,-59.630016,19.6
20/4/9 10:35:0,3503,3098,26.917088,-13.011076,-59.630379,19.6
20/4/9 10:25:0,3523,3096,22.347948,-14.823505,-62.726192,20.1
20/4/9 10:30:0,3523,3097,22.34981,-14.824987,-62.722298,20.1
20/4/9 10:35:0,3523,3098,22.348791,-14.826511,-62.723171,20.200001
20/4/9 10:30:0,3542,2927,-8.971671,2.072768,80.787552,23.700001
20/4/9 10:35:0,3539,2928,-8.980715,2.070565,80.779442,23.700001
20/4/9 10:40:0,3539,2929,-8.971413,2.072922,80.78743,23.799999
20/4/9 10:35:0,3512,3100,18.212244,-16.331919,-65.140556,19.5
20/4/9 10:40:0,3512,3101,18.216091,-16.334541,-65.136421,19.6
20/4/9 10:45:0,3512,3102,18.223183,-16.332653,-65.133194,19.6
20/4/9 10:35:0,3514,3618,13.702522,-5.926746,-75.024231,20.6
20/4/9 10:40:0,3509,3619,13.701085,-5.929579,-75.024559,20.6
20/4/9 10:45:0,3509,3620,13.7111,-5.935838,-75.012291,20.700001
20/4/9 10:35:0,3505,3097,14.965777,23.812094,-61.361362,20.9
20/4/9 10:40:0,3508,3098,14.960409,23.813196,-61.363224,21
20/4/9 10:45:0,3508,3099,14.968431,23.807383,-61.364422,21
20/4/9 10:40:0,3512,3105,18.170507,6.20457,-70.728241,20.299999
20/4/9 10:45:0,3508,3106,18.169044,6.206644,-70.729095,20.299999
20/4/9 10:50:0,3509,3107,18.162933,6.210378,-70.733192,20.299999
20/4/9 10:40:0,3509,3079,20.428192,64.67292,-14.312006,20
20/4/9 10:45:0,3508,3080,20.431852,64.666878,-14.315008,20.1
20/4/9 10:50:0,3509,3081,20.434452,64.661575,-14.32003,20.1
20/4/9 10:40:0,3500,3529,26.342892,-25.23967,-52.022449,19.9
20/4/9 10:45:0,3498,3530,26.341137,-25.239927,-52.02338,19.9
20/4/9 10:50:0,3500,3531,26.34119,-25.240543,-52.023209,20
20/4/9 10:40:0,3501,3099,26.909996,-13.011733,-59.636028,19.6
20/4/9 10:45:0,3506,3100,26.904877,-13.01001,-59.64204,19.700001
20/4/9 10:50:0,3505,3101,26.906013,-13.011574,-59.639427,19.700001
20/4/9 10:40:0,3521,3099,22.346861,-14.828406,-62.723248,20.200001
20/4/9 10:45:0,3520,3100,22.342609,-14.829918,-62.725498,20.200001
20/4/9 10:50:0,3523,3101,22.344713,-14.831882,-62.722832,20.299999
20/4/9 10:45:0,3541,2930,-8.971918,2.072592,80.786682,23.799999
20/4/9 10:50:0,3542,2931,-8.982663,2.071136,80.777031,23.799999
20/4/9 10:55:0,3539,2932,-8.972134,2.073087,80.787018,23.799999
20/4/9 10:50:0,3509,3103,18.226191,-16.331137,-65.132133,19.6
20/4/9 10:55:0,3512,3104,18.228842,-16.32988,-65.130043,19.799999
20/4/9 11:0:0,3515,3105,18.229231,-16.327269,-65.131714,19.799999
20/4/9 10:50:0,3511,3621,13.710258,-5.939355,-75.011978,20.700001
20/4/9 10:55:0,3509,3622,13.714045,-5.943712,-75.006927,20.799999
20/4/9 11:0:0,3512,3623,13.721007,-5.945857,-74.997658,20.700001
20/4/9 10:50:0,3508,3100,14.960345,23.807116,-61.369259,21
20/4/9 10:55:0,3506,3101,14.963307,23.809504,-61.365574,21.1
20/4/9 11:0:0,3509,3102,14.969563,23.805822,-61.365051,21.1
20/4/9 10:55:0,3508,3108,18.166559,6.210167,-70.729439,20.299999
20/4/9 11:0:0,3512,3109,18.167204,6.21272,-70.728088,20.4
20/4/9 11:5:0,3511,3110,18.167356,6.213453,-70.728416,20.4
20/4/9 10:55:0,3512,3082,20.428719,64.671425,-14.313231,20.1
20/4/9 11:0:0,3508,3083,20.429293,64.671478,-14.312314,20.1
20/4/9 11:5:0,3509,3084,20.433157,64.665359,-14.315516,20.1
20/4/9 10:55:0,3497,3532,26.345085,-25.240898,-52.019718,20
20/4/9 11:0:0,3498,3533,26.342373,-25.240261,-52.02132,20
20/4/9 11:5:0,3497,3534,26.340181,-25.241074,-52.023014,20
20/4/9 10:55:0,3505,3102,26.907972,-13.009948,-59.638706,19.799999
20/4/9 11:0:0,3505,3103,26.903034,-13.010272,-59.643234,19.799999
20/4/9 11:5:0,3506,3104,26.902554,-13.00632,-59.645641,19.799999
20/4/9 10:55:0,3523,3102,22.341681,-14.832682,-62.725449,20.299999
20/4/9 11:0:0,3521,3103,22.342854,-14.833952,-62.723923,20.299999
20/4/9 11:5:0,3526,3104,22.339212,-14.836472,-62.724804,20.299999
20/4/9 11:0:0,3542,2933,-8.980102,2.071472,80.779022,23.9
20/4/9 11:5:0,3542,2934,-8.971958,2.074147,80.787521,23.799999
20/4/9 11:10:0,3542,2935,-8.976037,2.071532,80.783493,24
20/4/9 11:5:0,3514,3106,18.238121,-16.322824,-65.129059,19.799999
20/4/9 11:10:0,3514,3107,18.241066,-16.318008,-65.130234,19.799999
20/4/9 11:15:0,3515,3108,18.240398,-16.315052,-65.132538,19.9
20/4/9 11:5:0,3512,3624,13.722891,-5.958273,-74.992004,20.799999
20/4/9 11:10:0,3511,3625,13.730121,-5.96625,-74.982536,20.9
20/4/9 11:15:0,3512,3626,13.738516,-5.970206,-74.973587,20.9
20/4/9 11:5:0,3509,3103,14.964564,23.809755,-61.364407,21.200001
20/4/9 11:10:0,3508,3104,14.965425,23.806269,-61.366936,21.200001
20/4/9 11:15:0,3509,3105,14.9708,23.809221,-61.361141,21.200001
20/4/9 11:10:0,3508,3111,18.16466,6.213889,-70.730156,20.5
20/4/9 11:15:0,3511,3112,18.158642,6.216998,-70.733963,20.5
20/4/9 11:20:0,3511,3113,18.158571,6.21892,-70.733459,20.700001
20/4/9 11:10:0,3511,3085,20.43025,64.670334,-14.312282,20.1
20/4/9 11:15:0,3509,3086,20.430862,64.670586,-14.311723,20.200001
20/4/9 11:20:0,3511,3087,20.430595,64.670609,-14.311316,20.299999
20/4/9 11:10:0,3500,3535,26.339893,-25.244337,-52.021664,20.1
20/4/9 11:15:0,3500,3536,26.341911,-25.242941,-52.02029,20.1
20/4/9 11:20:0,3500,3537,26.346045,-25.244608,-52.016315,20.200001
20/4/9 11:10:0,3501,3105,26.899645,-13.00895,-59.647701,19.9
20/4/9 11:15:0,3505,3106,26.901108,-13.007727,-59.647717,19.9
20/4/9 11:20:0,3506,3107,26.892546,-13.007116,-59.655113,20
20/4/9 11:10:0,3523,3105,22.340914,-14.836496,-62.723377,20.4
20/4/9 11:15:0,3526,3106,22.340178,-14.838428,-62.722706,20.4
20/4/9 11:20:0,3523,3107,22.337826,-14.842881,-62.722996,20.5
20/4/9 11:15:0,3542,2936,-8.976068,2.070757,80.783905,23.9
20/4/9 11:20:0,3542,2937,-8.976329,2.071049,80.783424,23.9
20/4/9 11:25:0,3542,2938,-8.975328,2.074444,80.783401,23.9
20/4/9 11:20:0,3512,3109,18.243095,-16.320038,-65.126091,20
20/4/9 11:25:0,3514,3110,18.257759,-16.298819,-65.129463,19.9
20/4/9 11:30:0,3512,3111,18.275631,-16.293863,-65.120186,19.9
20/4/9 11:20:0,3512,3627,13.746265,-5.981203,-74.96048,21
20/4/9 11:25:0,3512,3628,13.756875,-6.011911,-74.938797,21
20/4/9 11:30:0,3512,3629,13.7714,-6.02834,-74.920036,21
20/4/9 11:20:0,3508,3106,14.971239,23.807922,-61.361649,21.299999
20/4/9 11:25:0,3508,3107,14.961601,23.813101,-61.36301,21.4
20/4/9 11:30:0,3511,3108,14.972269,23.807686,-61.360947,21.4
20/4/9 11:25:0,3509,3114,18.159231,6.216959,-70.734322,20.6
20/4/9 11:30:0,3512,3115,18.163309,6.215828,-70.73143,20.6
20/4/9 11:35:0,3512,3116,18.162405,6.219649,-70.730515,20.700001
20/4/9 11:25:0,3512,3088,20.440702,64.656815,-14.31998,20.299999
20/4/9 11:30:0,3514,3089,20.430452,64.669769,-14.313012,20.299999
20/4/9 11:35:0,3514,3090,20.42709,64.668587,-14.319464,20.299999
20/4/9 11:25:0,3498,3538,26.342285,-25.247955,-52.015701,20.299999
20/4/9 11:30:0,3500,3539,26.343523,-25.2458,-52.017918,20.299999
20/4/9 11:35:0,3503,3540,26.337828,-25.249355,-52.018684,20.299999
20/4/9 11:25:0,3503,3108,26.894564,-13.007231,-59.654179,20
20/4/9 11:30:0,3505,3109,26.896334,-13.006968,-59.651207,20.1
20/4/9 11:35:0,3505,3110,26.893185,-13.005389,-59.656826,20.1
20/4/9 11:25:0,3527,3108,22.336393,-14.846299,-62.721222,20.5
20/4/9 11:30:0,3524,3109,22.333494,-14.847819,-62.723217,20.4
20/4/9 11:35:0,3526,3110,22.335075,-14.848458,-62.720997,20.5
20/4/9 11:30:0,3542,2939,-8.980655,2.071719,80.778999,23.799999
20/4/9 11:35:0,3542,2940,-8.916936,2.521603,80.727928,23.799999
20/4/9 11:40:0,3544,2941,-8.913813,2.524802,80.731689,23.799999
20/4/9 11:35:0,3515,3112,18.269297,-16.297226,-65.122421,20
20/4/9 11:40:0,3515,3113,18.266914,-16.299625,-65.122551,20
20/4/9 11:45:0,3515,3114,18.266186,-16.301619,-65.121483,20
20/4/9 11:35:0,3512,3630,13.764293,-6.026643,-74.927483,21
20/4/9 11:40:0,3512,3631,13.761054,-6.026719,-74.930389,21
20/4/9 11:45:0,3515,3632,13.764743,-6.028285,-74.925758,21.1
20/4/9 11:35:0,3508,3109,14.975002,23.805338,-61.362228,21.4
20/4/9 11:40:0,3509,3110,14.970098,23.807138,-61.363544,21.4
20/4/9 11:45:0,3512,3111,14.970141,23.806429,-61.363609,21.5
20/4/9 11:40:0,3511,3117,18.159332,6.220119,-70.732666,20.700001
20/4/9 11:45:0,3512,3118,18.15312,6.224164,-70.736847,20.799999
20/4/9 11:50:0,3512,3119,18.15691,6.223702,-70.733536,20.799999
20/4/9 11:40:0,3509,3091,20.43173,64.668076,-14.313431,20.4
20/4/9 11:45:0,3514,3092,20.426086,64.670738,-14.319586,20.4
20/4/9 11:50:0,3511,3093,20.426731,64.675751,-14.309415,20.5
20/4/9 11:40:0,3500,3541,26.337852,-25.24761,-52.019962,20.299999
20/4/9 11:45:0,3500,3542,26.337086,-25.248491,-52.020035,20.299999
20/4/9 11:50:0,3501,3543,26.336321,-25.248953,-52.02063,20.4
20/4/9 11:40:0,3505,3111,26.883287,-13.006341,-59.664371,20.1
20/4/9 11:45:0,3506,3112,26.88489,-13.008031,-59.662849,20.1
20/4/9 11:50:0,3506,3113,26.886444,-13.004951,-59.662937,20.1
20/4/9 11:40:0,3523,3111,22.331093,-14.85067,-62.723465,20.6
20/4/9 11:45:0,3526,3112,22.33297,-14.853121,-62.719925,20.700001
20/4/9 11:50:0,3526,3113,22.33316,-14.85371,-62.719883,20.799999
20/4/9 11:45:0,3542,2942,-8.917275,2.521425,80.727348,23.799999
20/4/9 11:50:0,3544,2943,-8.921281,2.522495,80.722748,23.799999
20/4/9 11:55:0,3541,2944,-8.914171,2.524635,80.73056,23.799999
20/4/9 11:50:0,3514,3115,18.263477,-16.307608,-65.120056,20.1
20/4/9 11:55:0,3514,3116,18.263872,-16.307554,-65.119675,20.1
20/4/9 12:0:0,3518,3117,18.270063,-16.309893,-65.112343,20.200001
20/4/9 11:50:0,3512,3633,13.764245,-6.026303,-74.927132,21.1
20/4/9 11:55:0,3512,3634,13.768138,-6.026341,-74.923347,21.1
20/4/9 12:0:0,3514,3635,13.771869,-6.027079,-74.919746,21.200001
20/4/9 11:50:0,3509,3112,14.967718,23.803246,-61.368088,21.5
20/4/9 11:55:0,3508,3113,14.976869,23.80234,-61.36377,21.5
20/4/9 12:0:0,3512,3114,14.967805,23.803318,-61.367752,21.6
20/4/9 11:55:0,3512,3120,18.149883,6.228794,-70.738197,20.799999
20/4/9 12:0:0,3514,3121,18.148989,6.230586,-70.739021,20.9
20/4/9 12:5:0,3509,3122,18.14728,6.232367,-70.73922,20.9
20/4/9 11:55:0,3511,3094,20.430046,64.671059,-14.311763,20.5
20/4/9 12:0:0,3514,3095,20.424625,64.672668,-14.317621,20.6
20/4/9 12:5:0,3515,3096,20.431101,64.666161,-14.317452,20.6
20/4/9 11:55:0,3498,3544,26.332769,-25.252451,-52.01984,20.4
20/4/9 12:0:0,3500,3545,26.331244,-25.253111,-52.019958,20.4
20/4/9 12:5:0,3503,3546,26.3353,-25.25161,-52.01857,20.5
20/4/9 11:55:0,3506,3114,26.882557,-13.008361,-59.664669,20.200001
20/4/9 12:0:0,3506,3115,26.882048,-13.005841,-59.666428,20.200001
20/4/9 12:5:0,3508,3116,26.874218,-13.006941,-59.672428,20.200001
20/4/9 11:55:0,3527,3114,22.331697,-14.853112,-62.721821,20.799999
20/4/9 12:0:0,3526,3115,22.330336,-14.855171,-62.721439,20.799999
20/4/9 12:5:0,3526,3116,22.33053,-14.857608,-62.719486,20.799999
20/4/9 12:0:0,3539,2945,-8.914527,2.524574,80.729553,23.799999
20/4/9 12:5:0,3539,2946,-8.915155,2.524201,80.72953,23.799999
20/4/9 12:10:0,3542,2947,-8.91825,2.521168,80.726501,23.700001
20/4/9 12:5:0,3514,3118,18.272898,-16.308746,-65.111443,20.200001
20/4/9 12:10:0,3512,3119,18.274912,-16.309816,-65.107727,20.299999
20/4/9 12:15:0,3512,3120,18.276161,-16.311924,-65.10611,20.299999
20/4/9 12:5:0,3512,3636,13.777626,-6.026342,-74.91433,21.200001
20/4/9 12:10:0,3515,3637,13.779886,-6.026309,-74.91098,21.200001
20/4/9 12:15:0,3512,3638,13.783462,-6.03033,-74.906113,21.299999
20/4/9 12:5:0,3512,3115,14.976759,23.804884,-61.361305,21.6
20/4/9 12:10:0,3509,3116,14.97764,23.802551,-61.362865,21.700001
20/4/9 12:15:0,3509,3117,14.971009,23.799265,-61.36977,21.700001
20/4/9 12:10:0,3512,3123,18.150894,6.233737,-70.735603,21
20/4/9 12:15:0,3512,3124,18.150192,6.235109,-70.735809,21
20/4/9 12:20:0,3511,3125,18.146303,6.234987,-70.738846,21
20/4/9 12:10:0,3512,3097,20.423916,64.673035,-14.317882,20.700001
20/4/9 12:15:0,3514,3098,20.431231,64.66497,-14.318984,20.700001
20/4/9 12:20:0,3514,3099,20.435743,64.661385,-14.319252,20.6
20/4/9 12:10:0,3500,3547,26.329683,-25.25242,-52.021996,20.5
20/4/9 12:15:0,3501,3548,26.333143,-25.253563,-52.018532,20.5
20/4/9 12:20:0,3500,3549,26.336191,-25.253839,-52.016075,20.5
20/4/9 12:10:0,3506,3117,26.872694,-13.006997,-59.673519,20.299999
20/4/9 12:15:0,3508,3118,26.879856,-13.006606,-59.667835,20.299999
20/4/9 12:20:0,3509,3119,26.875423,-13.007287,-59.671822,20.299999
20/4/9 12:10:0,3527,3117,22.328375,-14.858512,-62.721661,20.9
20/4/9 12:15:0,3526,3118,22.32823,-14.859967,-62.720406,20.9
20/4/9 12:20:0,3524,3119,22.326756,-14.862259,-62.719784,20.799999
20/4/9 12:15:0,3539,2948,-8.918056,2.521951,80.72644,23.700001
20/4/9 12:20:0,3542,2949,-8.923846,2.522085,80.719521,23.700001
20/4/9 12:25:0,3539,2950,-8.918484,2.521018,80.725929,23.700001
20/4/9 12:20:0,3518,3121,18.287912,-16.297882,-65.106033,20.299999
20/4/9 12:25:0,3515,3122,18.300051,-16.284834,-65.105667,20.200001
20/4/9 12:30:0,3515,3123,18.29038,-16.293013,-65.107864,20.299999
20/4/9 12:20:0,3512,3639,13.788832,-6.047121,-74.893204,21.200001
20/4/9 12:25:0,3512,3640,13.801305,-6.065903,-74.876648,21.200001
20/4/9 12:30:0,3515,3641,13.797336,-6.066987,-74.880836,21.299999
20/4/9 12:20:0,3511,3118,14.968703,23.803251,-61.367699,21.700001
20/4/9 12:25:0,3511,3119,14.969664,23.802248,-61.368301,21.700001
20/4/9 12:30:0,3512,3120,14.981145,23.796495,-61.366177,21.700001
20/4/9 12:25:0,3518,3126,18.151793,6.231459,-70.73481,20.9
20/4/9 12:30:0,3512,3127,18.149817,6.235031,-70.735992,21
20/4/9 12:35:0,3512,3128,18.148151,6.237252,-70.736977,21
20/4/9 12:25:0,3514,3100,20.42989,64.664597,-14.321818,20.6
20/4/9 12:30:0,3514,3101,20.42815,64.666557,-14.321195,20.700001
20/4/9 12:35:0,3515,3102,20.428371,64.672707,-14.3113,20.700001
20/4/9 12:25:0,3500,3550,26.332085,-25.25618,-52.017433,20.5
20/4/9 12:30:0,3505,3551,26.328522,-25.255217,-52.020893,20.6
20/4/9 12:35:0,3500,3552,26.331482,-25.256836,-52.017178,20.6
20/4/9 12:25:0,3509,3120,26.876984,-13.005931,-59.67107,20.299999
20/4/9 12:30:0,3509,3121,26.870987,-13.006169,-59.675297,20.4
20/4/9 12:35:0,3508,3122,26.86483,-13.004641,-59.681252,20.4
20/4/9 12:25:0,3527,3120,22.322618,-14.862317,-62.722546,20.799999
20/4/9 12:30:0,3526,3121,22.325106,-14.861962,-62.721077,20.9
20/4/9 12:35:0,3527,3122,22.321957,-14.863617,-62.722111,20.9
20/4/9 12:30:0,3542,2951,-8.924611,2.521553,80.718811,23.700001
20/4/9 12:35:0,3539,2952,-8.91427,2.524247,80.72982,23.6
20/4/9 12:40:0,3541,2953,-8.921275,2.521878,80.722481,23.6
20/4/9 12:35:0,3515,3124,18.292664,-16.297396,-65.102547,20.299999
20/4/9 12:40:0,3515,3125,18.290644,-16.303988,-65.099983,20.299999
20/4/9 12:45:0,3518,3126,18.291134,-16.303404,-65.098595,20.4
20/4/9 12:35:0,3514,3642,13.796571,-6.063637,-74.881447,21.299999
20/4/9 12:40:0,3514,3643,13.803085,-6.059683,-74.878136,21.299999
20/4/9 12:45:0,3512,3644,13.801637,-6.060369,-74.878845,21.4
20/4/9 12:35:0,3509,3121,14.981705,23.794273,-61.366657,21.799999
20/4/9 12:40:0,3512,3122,14.981894,23.795259,-61.366638,21.799999
20/4/9 12:45:0,3512,3123,14.976253,23.800711,-61.365101,21.9
20/4/9 12:40:0,3514,3129,18.147896,6.240903,-70.735909,21
20/4/9 12:45:0,3512,3130,18.146488,6.243644,-70.73661,21.1
